Grid Size,Processes,Time,Rate
64,1,0.7172193289734423,1688.465370465276
128,1,1.6843460900709033,1017.0118897167331
256,1,7.08967550797388,420.6116340086501
512,1,47.56577777303755,117.01690292038202
1024,1,445.02004185016267,23.947236074343344
64,2,0.8452673850115389,1432.682748055479
128,2,1.1824097028002143,1451.2736117913469
256,2,4.592818181030452,648.8390967245741
512,2,24.101182729937136,230.7355644041667
1024,2,214.15833385498263,49.81361130323249
64,3,0.6493996628560126,1864.7992434645098
128,3,1.2777298709843308,1340.6589600040797
256,3,3.572229266166687,833.9330367775432
512,3,17.82463179389015,312.37671915941485
1024,3,148.19064878998324,72.20428608261315
64,4,0.610801659990102,1982.6403222604602
128,4,0.9889361660461873,1732.1643790707478
256,4,2.846506205154583,1047.6000349481264
512,4,13.927700944943354,399.0608372459282
1024,4,117.51436239806935,90.88250816374648
64,5,0.807904674904421,1498.939215995089
128,5,1.3385344839189202,1281.9990972335265
256,5,3.1234953231178224,954.6996846543749
512,5,11.34572062199004,489.78819284775426
1024,5,102.4118759969715,104.77300504013132
64,6,0.8372576287947595,1446.388731916658
128,6,1.1204947419464588,1532.3588194776592
256,6,2.2132286629639566,1347.3528740616005
512,6,10.134537170873955,548.7177072064007
1024,6,89.56020335503854,119.68485553239829
64,7,0.8314361211378127,1456.5159838650713
128,7,1.1028327969834208,1554.1793866561686
256,7,1.8627779888920486,1597.6138958835768
512,7,9.52431095088832,583.1392978073637
1024,7,76.67340241489,139.63121059984277
64,8,0.8531739970203489,1419.405659606755
128,8,1.2837853620294482,1336.672040945609
256,8,1.9923382990527898,1495.2279948723042
512,8,8.70186895201914,639.5177898776244
1024,8,71.45349104003981,149.59381052509096
64,9,1.7463233980815858,693.4568942558622
128,9,1.094892041059211,1563.6244815002874
256,9,2.760331833967939,1079.580347307842
512,9,8.46695928904228,656.6702177481365
1024,9,70.29795901011676,153.0485401212238
64,10,0.8388960328884423,1443.5638655130472
128,10,1.8420922190416604,931.0065925430272
256,10,2.245493979891762,1326.211527026025
512,10,6.8783995939884335,808.1821830849201
1024,10,58.03920289198868,183.7206486078713
64,11,0.43886956409551203,2759.362004279813
128,11,1.084932342870161,1580.743731413713
256,11,2.422198522137478,1230.7001151042755
512,11,6.7225955300964415,827.3590126163976
1024,11,56.29306303802878,189.91682852250722
64,12,1.0631358940154314,1139.0829778365307
128,12,1.0382180891465396,1649.9423559535169
256,12,2.0089288549497724,1482.8797907203545
512,12,6.616399398073554,840.789629722132
1024,12,61.176956430776045,175.11495545094908
64,13,1.0490620210766792,1154.3645424863628
128,13,1.6684432630427182,1029.1030195828953
256,13,2.43748128390871,1224.2145282095871
512,13,6.112864763941616,909.7207634631574
1024,13,54.02269920008257,197.58361129766885
64,14,2.0748618429061025,583.6533184801566
128,14,1.2191098760813475,1405.9438231354547
256,14,2.075134653830901,1436.5332844771222
512,14,6.7425279170274734,825.3580954327585
1024,14,51.96523317391984,206.02236045335587
64,15,1.0637050850782543,1138.4734518881326
128,15,1.2239062290173024,1401.251141091917
256,15,2.0220591330435127,1476.217955855283
512,15,5.927658624947071,938.987946535079
1024,15,49.59946648799814,215.12328167041633
64,16,1.8774115999694914,645.0370286514045
128,16,0.8068009831476957,2130.636967363876
256,16,2.503752020886168,1191.811319614574
512,16,5.772107376018539,962.9065500569005
1024,16,43.320265892893076,248.08250315386692
