1 0 983615 


2 .2 86276 
2 1.2 461003 


4 .4 43053.8 
4 1.4 43380.7 
4 2.4 231140 
4 3.4 231138 


8 .6 113.271 
8 1.6 262.074 
8 2.6 42955.9 
8 3.6 43169.9 
8 4.6 156751 
8 5.6 157096 
8 6.6 73877.4 
8 7.6 73974.2 


16 .8 4.442 
16 1.8 109.334 
16 2.8 258.237 
16 3.8 3.931 
16 4.8 8.136 
16 5.8 43512.4 
16 6.8 43382.6 
16 7.8 8.201 
16 8.8 9499.7 
16 9.8 176424 
16 10.8 180417 
16 11.8 9267.78 
16 12.8 10.958 
16 13.8 76062.9 
16 14.8 76538.2 
16 15.8 10.887 


