    JOBID     USER PARTITION     NAME ST   START_TIME     END_TIME TIME_LEFT  NODES NODELIST(REASON)  PRIORITY
  1491109 britikov      slim  0238.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491110 britikov      slim  0240.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491111 britikov      slim  0239.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491112 britikov      slim  0241.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491113 britikov      slim  0240.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491114 britikov      slim  0242.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491115 britikov      slim  0241.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491116 britikov      slim  0243.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491117 britikov      slim  0242.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491118 britikov      slim  0244.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491119 britikov      slim  0243.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491120 britikov      slim  0245.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491121 britikov      slim  0244.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491122 britikov      slim  0246.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491123 britikov      slim  0245.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491124 britikov      slim  0247.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491125 britikov      slim  0246.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491126 britikov      slim  0248.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491127 britikov      slim  0247.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491128 britikov      slim  0249.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491130 britikov      slim  0248.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491131 britikov      slim  0250.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491132 britikov      slim  0249.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491133 britikov      slim  0251.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491134 britikov      slim  0250.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491135 britikov      slim  0252.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491136 britikov      slim  0251.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491137 britikov      slim  0253.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491138 britikov      slim  0252.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491139 britikov      slim  0254.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491140 britikov      slim  0253.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491141 britikov      slim  0255.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491142 britikov      slim  0254.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491143 britikov      slim  0256.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491144 britikov      slim  0255.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491145 britikov      slim  0257.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491146 britikov      slim  0256.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491147 britikov      slim  0258.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491148 britikov      slim  0257.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491149 britikov      slim  0259.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491150 britikov      slim  0258.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491151 britikov      slim  0260.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491152 britikov      slim  0259.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491153 britikov      slim  0261.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491154 britikov      slim  0260.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491155 britikov      slim  0262.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491156 britikov      slim  0261.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491157 britikov      slim  0263.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491158 britikov      slim  0262.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491159 britikov      slim  0264.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491160 britikov      slim  0263.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491161 britikov      slim  0265.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491162 britikov      slim  0264.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491163 britikov      slim  0266.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491165 britikov      slim  0265.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491166 britikov      slim  0267.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491167 britikov      slim  0266.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491168 britikov      slim  0268.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491169 britikov      slim  0267.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491170 britikov      slim  0269.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491171 britikov      slim  0268.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491172 britikov      slim  0270.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491173 britikov      slim  0269.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491174 britikov      slim  0271.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491175 britikov      slim  0270.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491176 britikov      slim  0272.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491177 britikov      slim  0271.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491178 britikov      slim  0273.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491179 britikov      slim  0272.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491180 britikov      slim  0274.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491181 britikov      slim  0273.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491182 britikov      slim  0275.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491183 britikov      slim  0274.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491184 britikov      slim  0276.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491185 britikov      slim  0275.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491186 britikov      slim  0277.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491187 britikov      slim  0276.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491188 britikov      slim  0278.sh PD          N/A          N/A     10:00      1      (Priority)       287
  1491189 britikov      slim  0277.sh PD          N/A          N/A     10:00      1      (Priority)       287
